ID,Sexo,Idoso,Casado,Dependentes,TempoContrato,Telefone,LinhasMultiplas,Internet,AntiVirus,Backup,Seguro,Suporte,TV,Filmes,TipoContrato,ContaDigital,MetodoPagto,CustoMensal,CustoTotal,ClasseTempoContrato,Churn,ChurnProb
6652-YFFJO,Feminino,False,False,False,11,True,False,DSL,False,False,False,False,True,True,Mensal,True,Conta Eletronica,64.9,716.1,Classe_00_12,True,0.739735570588148
9420-LOJKX,Feminino,False,False,False,15,True,False,Fibra,True,True,False,False,True,True,Mensal,True,Credito Automatico,99.1,1426.4,Classe_12_24,True,0.7378417170842151
9512-UIBFX,Masculino,False,True,True,18,True,False,Fibra,False,False,True,False,True,True,Mensal,False,Conta Papel,95.15,1779.95,Classe_12_24,True,0.737034112899465
7786-WBJYI,Feminino,False,False,False,4,True,True,Fibra,False,True,False,False,False,False,Mensal,False,Debito Automatico,77.95,305.55,Classe_00_12,True,0.7369308418019523
7410-YTJIK,Feminino,False,False,False,7,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Papel,75.45,480.75,Classe_00_12,True,0.7367276919531659
1723-HKXJQ,Masculino,False,False,False,42,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Conta Eletronica,101.75,4273.45,Classe_24_48,True,0.7365175463199376
8818-DOPVL,Feminino,True,False,False,46,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Conta Eletronica,104.45,4863.85,Classe_24_48,True,0.7349447891182801
5572-ZDXHY,Feminino,False,False,False,22,True,False,Fibra,False,True,False,False,False,True,Mensal,True,Conta Papel,84.3,1855.65,Classe_12_24,True,0.7348220690024979
9600-NAXZN,Masculino,False,False,False,43,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Conta Eletronica,101.4,4528.0,Classe_24_48,True,0.7345033892742487
7508-SMHXL,Feminino,True,False,False,15,True,True,Fibra,False,True,False,False,True,False,Mensal,False,Credito Automatico,89.0,1288.3,Classe_12_24,True,0.7339638309020073
4299-SIMNS,Masculino,False,False,False,9,True,True,Fibra,True,False,False,False,False,False,Mensal,True,Conta Eletronica,81.15,784.45,Classe_00_12,True,0.7327688327755765
5222-IMUKT,Masculino,False,False,False,32,True,False,Fibra,False,False,False,False,True,True,Mensal,False,Conta Eletronica,91.05,2871.5,Classe_24_48,True,0.7322800163576743
4658-HCOHW,Feminino,False,True,True,21,True,False,Fibra,False,True,True,True,True,True,Mensal,True,Conta Eletronica,102.8,2110.15,Classe_12_24,True,0.7320020195823757
0988-JRWWP,Feminino,False,False,False,3,True,False,DSL,False,False,False,False,True,False,Mensal,True,Conta Eletronica,54.2,140.4,Classe_00_12,True,0.7295858539488873
8634-MPHTR,Masculino,True,True,False,47,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Conta Eletronica,100.05,4871.05,Classe_24_48,True,0.7290507561381615
3269-ATYWD,Masculino,True,False,False,39,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Debito Automatico,95.65,3759.05,Classe_24_48,True,0.728292026366915
0947-MUGVO,Masculino,True,True,False,20,True,False,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,73.65,1463.5,Classe_12_24,True,0.7258855067589103
2082-OJVTK,Masculino,False,True,True,29,True,True,Fibra,False,False,True,False,False,True,Mensal,True,Conta Eletronica,89.2,2698.35,Classe_24_48,True,0.7247272500384392
8687-BAFGU,Masculino,False,False,False,1,True,False,Fibra,False,False,False,True,False,False,Mensal,False,Conta Eletronica,74.0,74.0,Classe_00_12,True,0.7244896620634383
2041-JIJCI,Feminino,False,False,False,5,True,True,DSL,False,True,False,False,False,True,Mensal,True,Conta Eletronica,64.0,370.25,Classe_00_12,True,0.7237103781903884
5119-KEPFY,Masculino,False,True,False,36,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Debito Automatico,95.0,3440.25,Classe_24_48,True,0.7234261684756644
5666-CYCYZ,Feminino,False,False,False,24,True,True,Fibra,False,False,False,True,False,True,Mensal,True,Conta Eletronica,89.55,2259.35,Classe_12_24,True,0.7229806517795502
4503-BDXBD,Masculino,False,False,False,11,True,False,Fibra,False,True,False,False,False,False,Mensal,False,Conta Eletronica,74.95,815.5,Classe_00_12,True,0.7227368545666069
4412-YLTKF,Feminino,True,False,False,27,True,True,Fibra,False,False,True,False,False,False,Mensal,True,Conta Eletronica,78.05,2135.5,Classe_24_48,True,0.7220026136852897
6352-TWCAU,Feminino,False,False,False,35,True,True,Fibra,False,False,False,False,True,False,Mensal,True,Conta Eletronica,86.45,3029.1,Classe_24_48,True,0.7218320935222027
3748-FVMZZ,Masculino,False,False,False,4,False,Sem Telefone,DSL,False,False,False,True,False,True,Mensal,True,Conta Eletronica,40.05,162.45,Classe_00_12,True,0.7216673960978531
7240-FQLHE,Feminino,True,True,False,18,True,True,Fibra,False,False,False,True,True,True,Mensal,False,Debito Automatico,99.75,1836.25,Classe_12_24,True,0.7212716732073605
8263-JQAIK,Masculino,True,False,False,2,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Conta Papel,24.45,47.5,Classe_00_12,True,0.7209081751916062
0817-HSUSE,Masculino,False,False,False,1,True,False,DSL,False,False,True,True,True,True,Mensal,True,Conta Eletronica,75.5,75.5,Classe_00_12,True,0.7206334217183358
7395-IGJOS,Masculino,True,True,False,17,True,False,Fibra,False,False,False,False,False,True,Mensal,False,Debito Automatico,81.5,1329.2,Classe_12_24,True,0.7203091979472946
7537-RBWEA,Feminino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Conta Papel,25.15,25.15,Classe_00_12,True,0.7193919807172229
7783-YKGDV,Feminino,False,False,False,12,True,True,Fibra,True,True,True,False,False,True,Mensal,True,Debito Automatico,99.7,1238.45,Classe_00_12,True,0.7189178112521191
3677-TNKIO,Feminino,False,False,False,14,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Credito Automatico,71.0,914.0,Classe_12_24,True,0.7182949126483141
5543-QDCRY,Masculino,False,False,False,4,True,False,DSL,False,False,False,False,True,False,Mensal,True,Conta Eletronica,56.4,234.85,Classe_00_12,True,0.7180137931729756
4919-IKATY,Masculino,False,True,True,5,True,True,Fibra,True,False,True,False,False,False,Mensal,True,Conta Eletronica,84.5,453.75,Classe_00_12,True,0.7177421148605774
5294-DMSFH,Feminino,False,True,True,29,True,False,Fibra,False,False,False,False,True,True,Mensal,True,Credito Automatico,87.8,2621.75,Classe_24_48,True,0.7172705251742257
7901-HXJVA,Masculino,False,False,False,14,True,False,Fibra,False,False,True,False,False,False,Mensal,False,Conta Eletronica,76.45,1117.55,Classe_12_24,True,0.716916700592591
0256-LTHVJ,Feminino,False,True,True,28,True,False,Fibra,False,False,False,False,False,True,Mensal,True,Conta Eletronica,81.05,2227.1,Classe_24_48,True,0.7165338952090673
3235-ETOOB,Masculino,False,True,False,8,True,False,Fibra,True,False,False,False,False,False,Mensal,True,Conta Eletronica,74.5,609.9,Classe_00_12,True,0.7161156596831982
1384-RCUXW,Masculino,False,False,False,16,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Conta Papel,80.55,1248.9,Classe_12_24,True,0.7148420743912861
5449-FIBXJ,Masculino,False,True,True,19,True,True,Fibra,False,False,True,True,True,True,Mensal,False,Conta Eletronica,103.3,2012.7,Classe_12_24,True,0.7142922005476796
4803-AXVYP,Feminino,True,False,False,38,True,True,Fibra,False,False,False,True,True,True,Mensal,True,Conta Eletronica,99.55,3734.25,Classe_24_48,True,0.7134081187975213
0402-CQAJN,Feminino,False,False,False,37,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Debito Automatico,101.9,3545.35,Classe_24_48,True,0.7121841444862879
5569-OUICF,Feminino,True,True,False,28,True,True,Fibra,False,False,False,True,True,True,Mensal,True,Credito Automatico,101.3,2812.2,Classe_24_48,True,0.7098401382089601
0682-USIXD,Feminino,False,True,False,21,True,False,Fibra,False,False,False,True,True,False,Mensal,True,Conta Eletronica,86.05,1818.9,Classe_12_24,True,0.7095471689778914
9227-LUNBG,Feminino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,False,Conta Eletronica,24.6,24.6,Classe_00_12,True,0.7092444097216632
5480-HPRRX,Feminino,True,False,False,3,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,False,Conta Eletronica,25.3,77.75,Classe_00_12,True,0.7086293489939044
0221-WMXNQ,Masculino,True,False,False,4,True,False,Fibra,True,False,False,False,False,False,Mensal,False,Conta Eletronica,75.35,273.4,Classe_00_12,True,0.7082831320605943
7718-RXDGG,Masculino,False,True,False,15,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Debito Automatico,68.6,1108.6,Classe_12_24,True,0.708250345255671
8903-XEBGX,Masculino,False,False,True,2,True,False,DSL,False,False,False,False,False,True,Mensal,True,Conta Eletronica,55.3,108.65,Classe_00_12,True,0.7081049890974987
7892-QVYKW,Feminino,False,True,True,23,True,True,Fibra,False,False,False,False,False,True,Mensal,False,Conta Eletronica,85.6,1868.4,Classe_12_24,True,0.7078329011063986
3853-LYGAM,Masculino,False,False,False,17,True,True,Fibra,False,False,True,True,False,True,Mensal,True,Debito Automatico,95.65,1640.0,Classe_12_24,True,0.7067261064262887
2697-NQBPF,Masculino,False,False,False,34,True,True,Fibra,False,True,False,True,True,True,Mensal,True,Conta Eletronica,105.35,3540.65,Classe_24_48,True,0.7065610152729545
2657-ALMWY,Feminino,True,True,False,26,True,False,Fibra,False,True,False,False,False,True,Mensal,False,Conta Eletronica,84.95,2169.75,Classe_24_48,True,0.7065400290355444
3384-CTMSF,Masculino,False,True,False,47,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Conta Eletronica,104.1,5135.15,Classe_24_48,True,0.705401805695199
8490-BXHEO,Masculino,True,False,False,18,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Credito Automatico,80.55,1411.65,Classe_12_24,True,0.7045142409195017
1565-RHDJD,Feminino,False,False,True,4,True,True,Fibra,False,True,True,False,False,False,Mensal,False,Debito Automatico,84.05,333.55,Classe_00_12,True,0.704268959722253
0111-KLBQG,Masculino,True,True,True,32,True,False,Fibra,False,True,False,False,True,True,Mensal,True,Conta Papel,93.95,2861.45,Classe_24_48,True,0.7041634530636257
4013-UBXWQ,Feminino,False,False,False,7,True,True,DSL,False,False,False,True,True,True,Mensal,True,Conta Eletronica,74.65,521.1,Classe_00_12,True,0.7029979496700784
7318-EIVKO,Masculino,False,False,False,8,True,True,DSL,False,False,False,False,True,False,Mensal,True,Conta Eletronica,59.25,436.6,Classe_00_12,True,0.7024741718678573
4236-UJPWO,Feminino,False,False,False,2,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,False,Conta Eletronica,24.5,46.4,Classe_00_12,True,0.7010802697152377
6212-ATMLK,Feminino,False,False,False,50,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Conta Eletronica,95.7,4729.75,Classe_48_60,True,0.7008927129299808
1597-LHYNC,Feminino,True,False,False,26,True,True,Fibra,True,True,False,False,False,True,Mensal,True,Conta Eletronica,95.0,2497.2,Classe_24_48,True,0.7008131614316153
3352-ALMCK,Masculino,False,False,False,40,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Conta Papel,102.65,4108.15,Classe_24_48,True,0.7006467251436905
8640-SDGKB,Masculino,False,False,False,4,True,False,DSL,False,False,True,True,True,True,Mensal,True,Conta Eletronica,74.4,299.7,Classe_00_12,True,0.7004674854208264
4718-DHSMV,Feminino,False,False,False,11,False,Sem Telefone,DSL,False,False,False,False,True,False,Mensal,True,Conta Papel,35.8,363.15,Classe_00_12,True,0.6998203547913708
9272-LSVYH,Masculino,False,False,False,10,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Papel,70.15,735.5,Classe_00_12,True,0.6984170458508595
9026-LHEVG,Feminino,False,False,False,9,False,Sem Telefone,DSL,False,True,False,False,False,True,Mensal,False,Conta Eletronica,40.75,359.4,Classe_00_12,True,0.6982051994426205
2874-YXVVA,Feminino,False,False,False,34,True,False,Fibra,False,True,True,True,True,True,Mensal,True,Conta Eletronica,105.1,3634.8,Classe_24_48,True,0.6974561761163958
0354-WYROK,Feminino,True,True,True,31,True,False,Fibra,False,False,True,True,True,True,Mensal,True,Conta Eletronica,98.9,2911.3,Classe_24_48,True,0.6972045764780184
0778-NELLA,Masculino,False,False,False,9,False,Sem Telefone,DSL,False,False,False,False,True,False,Mensal,True,Credito Automatico,34.7,296.1,Classe_00_12,True,0.6971272067091874
8543-MSDMF,Masculino,False,False,False,3,True,False,DSL,True,False,True,False,True,True,Mensal,True,Conta Eletronica,77.4,206.15,Classe_00_12,True,0.6956965225873972
1452-KIOVK,Masculino,False,False,True,22,True,True,Fibra,False,True,False,False,True,False,Mensal,True,Credito Automatico,89.1,1949.4,Classe_12_24,True,0.6954864498529472
5453-AXEPF,Masculino,False,True,False,17,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Debito Automatico,80.5,1336.9,Classe_12_24,True,0.6949869274130014
7767-UXAGJ,Masculino,False,False,False,1,True,True,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,50.45,50.45,Classe_00_12,True,0.6947022922244256
4947-DSMXK,Masculino,False,True,True,34,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Debito Automatico,97.7,3410.0,Classe_24_48,True,0.6934554556758904
3211-ILJTT,Masculino,False,True,False,17,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Debito Automatico,70.4,1214.05,Classe_12_24,True,0.6933963418210278
9638-JIQYA,Masculino,False,False,False,2,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Credito Automatico,24.9,49.7,Classe_00_12,True,0.6929836726173858
1304-BCCFO,Masculino,False,True,False,9,True,False,DSL,False,False,True,False,True,True,Mensal,True,Conta Papel,70.05,564.4,Classe_00_12,True,0.6909705571221858
3518-PZXZQ,Feminino,False,True,False,1,True,False,DSL,False,False,False,False,True,False,Mensal,True,Conta Papel,55.3,55.3,Classe_00_12,True,0.690841449232044
6581-NQCBA,Feminino,False,True,False,16,False,Sem Telefone,DSL,False,False,False,True,True,True,Mensal,True,Conta Eletronica,49.95,810.2,Classe_12_24,True,0.690724175813422
5914-DVBWJ,Feminino,True,False,False,18,True,True,Fibra,False,True,False,True,False,False,Mensal,True,Conta Eletronica,85.45,1505.85,Classe_12_24,True,0.6900717145071724
3754-DXMRT,Masculino,True,False,False,2,True,False,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,44.15,92.65,Classe_00_12,True,0.6883695937491212
1608-GMEWB,Masculino,True,False,False,45,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Debito Automatico,93.9,4200.25,Classe_24_48,True,0.6875989929668227
2322-VCZHZ,Masculino,True,True,False,23,True,False,Fibra,True,True,False,False,False,True,Mensal,True,Conta Eletronica,90.0,2024.1,Classe_12_24,True,0.6871759521562165
9944-AEXBM,Masculino,False,False,False,32,True,True,Fibra,False,False,False,False,False,True,Mensal,True,Debito Automatico,85.65,2664.3,Classe_24_48,True,0.6871128429229048
5307-DZCVC,Feminino,True,True,False,32,True,True,Fibra,False,False,False,False,True,False,Mensal,True,Credito Automatico,85.95,2628.6,Classe_24_48,True,0.6860036535236886
3703-VAVCL,Masculino,False,True,True,2,True,False,Fibra,False,False,True,True,False,True,Mensal,False,Credito Automatico,90.0,190.05,Classe_00_12,True,0.6829136993077511
7056-IMHCC,Masculino,True,True,False,53,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Conta Eletronica,101.9,5549.4,Classe_48_60,True,0.6819329811867597
6284-AHOOQ,Masculino,True,False,False,22,True,True,Fibra,False,False,False,True,True,False,Mensal,True,Debito Automatico,90.5,1910.6,Classe_12_24,True,0.6812651703710155
0599-XNYDO,Feminino,False,True,False,20,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Debito Automatico,69.8,1540.35,Classe_12_24,True,0.6809839589612157
7586-ZATGZ,Masculino,False,False,False,40,True,True,Fibra,False,False,False,False,True,False,Mensal,True,Conta Eletronica,84.9,3369.05,Classe_24_48,True,0.6809765171242994
2135-RXIHG,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,45.65,45.65,Classe_00_12,True,0.6801093924590185
2082-CEFLT,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,45.6,45.6,Classe_00_12,True,0.6801080410058815
8705-WZCYL,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,44.8,44.8,Classe_00_12,True,0.6800864173444351
4881-JVQOD,Masculino,True,True,True,10,False,Sem Telefone,DSL,False,False,False,False,False,True,Mensal,True,Debito Automatico,34.55,362.6,Classe_00_12,True,0.6800349359420292
4484-GLZOU,Feminino,False,True,False,52,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Conta Eletronica,105.05,5624.85,Classe_48_60,True,0.6795600156881173
3934-HXCFZ,Masculino,False,True,False,23,True,True,Fibra,True,True,True,False,True,False,Mensal,True,Conta Eletronica,99.25,2186.4,Classe_12_24,True,0.6793813304728312
6519-CFDBX,Feminino,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,45.4,80.95,Classe_00_12,True,0.6779418976170856
8378-LKJAF,Masculino,False,True,True,38,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Credito Automatico,101.15,3956.7,Classe_24_48,True,0.6776821126382402
1436-ZMJAN,Feminino,False,True,False,10,True,False,DSL,False,False,True,False,True,True,Mensal,True,Credito Automatico,67.8,653.15,Classe_00_12,True,0.6771248490734416
5626-MGTUK,Feminino,False,False,False,20,True,True,Fibra,True,False,False,False,True,False,Mensal,True,Debito Automatico,89.1,1879.25,Classe_12_24,True,0.6769818882124256
9898-KZQDZ,Feminino,True,True,True,40,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Credito Automatico,94.55,3640.45,Classe_24_48,True,0.676440119867607
4030-VPZBD,Feminino,False,False,False,2,False,Sem Telefone,DSL,False,False,False,True,False,False,Mensal,True,Conta Eletronica,30.9,59.05,Classe_00_12,True,0.6759301595583324
4128-ETESU,Feminino,True,True,False,47,True,True,Fibra,False,False,True,False,True,True,Mensal,False,Conta Eletronica,99.7,4747.2,Classe_24_48,True,0.6741398989921763
1845-CSBRZ,Feminino,True,True,True,22,True,True,Fibra,False,False,False,False,True,False,Mensal,False,Debito Automatico,85.35,1961.6,Classe_12_24,True,0.6738730676994615
1271-SJBGZ,Masculino,True,False,False,12,False,Sem Telefone,DSL,False,False,True,True,False,True,Mensal,True,Conta Eletronica,43.65,526.95,Classe_00_12,True,0.6728344051628425
2203-GHNWN,Feminino,False,True,False,24,True,True,Fibra,False,False,True,False,False,False,Mensal,True,Conta Papel,79.65,1928.7,Classe_12_24,True,0.6722627025237398
8012-SOUDQ,Feminino,True,False,False,43,True,True,Fibra,False,True,False,False,True,False,Mensal,True,Conta Eletronica,90.25,3838.75,Classe_24_48,True,0.6720799874500109
0265-EDXBD,Masculino,True,True,False,32,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,74.9,2303.35,Classe_24_48,True,0.671916989477246
4729-XKASR,Masculino,False,False,True,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,False,Conta Eletronica,24.75,24.75,Classe_00_12,True,0.6712376515497452
8610-WFCJF,Feminino,False,True,True,49,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Conta Eletronica,95.6,4783.5,Classe_48_60,True,0.6711739484274802
9889-TMAHG,Masculino,True,False,False,8,True,False,Fibra,True,False,False,True,True,True,Mensal,False,Credito Automatico,100.3,832.35,Classe_00_12,True,0.669859704952815
2911-WDXMV,Masculino,False,False,True,18,True,True,Fibra,False,False,True,False,False,False,Mensal,True,Credito Automatico,80.55,1406.65,Classe_12_24,True,0.6688843466753435
4828-FAZPK,Feminino,False,True,True,16,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Credito Automatico,79.95,1267.95,Classe_12_24,True,0.6685330449004314
5129-JLPIS,Masculino,False,False,False,25,True,False,Fibra,True,False,True,True,True,True,Mensal,True,Conta Eletronica,105.5,2686.05,Classe_24_48,True,0.6672139397213619
5868-CZJDR,Masculino,False,False,True,1,False,Sem Telefone,DSL,False,True,False,False,False,False,Mensal,True,Conta Papel,31.35,31.35,Classe_00_12,True,0.665783410223675
1260-TTRXI,Masculino,False,False,False,4,True,False,DSL,False,False,False,False,False,True,Mensal,False,Conta Eletronica,54.3,195.3,Classe_00_12,True,0.6655671730699182
1264-BYWMS,Masculino,False,False,False,55,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Conta Eletronica,96.8,5283.95,Classe_48_60,True,0.664377990874361
2916-BQZLN,Masculino,False,False,False,19,True,True,Fibra,True,False,True,False,False,False,Mensal,True,Conta Eletronica,84.75,1651.95,Classe_12_24,True,0.6639983473114555
3197-ARFOY,Feminino,True,False,False,19,True,False,Fibra,True,True,False,True,True,True,Mensal,True,Conta Papel,105.0,2007.25,Classe_12_24,True,0.6637784527133761
7881-INRLC,Masculino,False,False,False,45,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Credito Automatico,100.85,4740.0,Classe_24_48,True,0.6623461152400603
7129-CAKJW,Feminino,False,False,False,17,True,True,Fibra,False,False,True,False,False,False,Mensal,False,Debito Automatico,80.05,1345.65,Classe_12_24,True,0.662203243443677
4619-EVPHY,Feminino,True,True,False,20,True,False,Fibra,False,False,False,False,True,True,Anual,True,Debito Automatico,91.0,1859.5,Classe_12_24,True,0.6620305736069837
5606-AMZBO,Feminino,False,True,False,10,True,True,Fibra,True,False,False,False,False,False,Mensal,True,Credito Automatico,78.15,765.15,Classe_00_12,True,0.6613624164102001
8631-WUXGY,Feminino,False,False,True,46,True,False,Fibra,False,True,True,False,True,True,Mensal,True,Conta Eletronica,99.8,4391.25,Classe_24_48,True,0.6613117519269408
4398-HSCJH,Feminino,False,False,False,3,True,True,DSL,False,False,False,True,True,False,Mensal,True,Conta Eletronica,63.6,155.65,Classe_00_12,True,0.6609992932635137
1173-NOEYG,Feminino,False,True,False,27,True,True,Fibra,False,False,True,False,False,True,Mensal,False,Debito Automatico,90.15,2423.4,Classe_24_48,True,0.6608776996891232
2122-YWVYA,Feminino,False,False,False,18,True,False,Fibra,True,False,False,False,False,False,Mensal,True,Conta Eletronica,75.4,1380.4,Classe_12_24,True,0.6604440580959254
9927-DSWDF,Masculino,False,True,False,22,True,False,Fibra,True,True,False,True,True,True,Mensal,True,Conta Eletronica,104.6,2180.55,Classe_12_24,True,0.6598858645302036
5649-RXQTV,Masculino,False,False,False,51,True,False,Fibra,False,True,True,False,True,True,Mensal,True,Conta Eletronica,99.0,5038.15,Classe_48_60,True,0.6597713056192428
8819-IMISP,Masculino,False,False,False,31,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,80.45,2429.1,Classe_24_48,True,0.6595771846042278
3891-PUQOD,Feminino,False,False,True,1,True,False,DSL,False,False,True,False,False,True,Mensal,False,Conta Eletronica,59.2,59.2,Classe_00_12,True,0.659042793218449
0829-XXPLX,Feminino,False,False,False,20,True,False,Fibra,True,False,True,False,True,False,Mensal,True,Debito Automatico,89.4,1871.15,Classe_12_24,True,0.6583745226998957
3094-JOJAI,Masculino,False,False,False,18,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Papel,74.15,1387.0,Classe_12_24,True,0.6575085041468909
3545-CNWRG,Feminino,False,True,True,49,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Conta Eletronica,98.35,4889.2,Classe_48_60,True,0.6573565647510067
7739-LAXOG,Feminino,False,True,True,32,True,True,Fibra,False,False,True,False,False,True,Mensal,True,Debito Automatico,91.05,2954.5,Classe_24_48,True,0.6565827063940967
2085-BOJKI,Masculino,False,True,False,17,True,False,Fibra,False,False,True,False,True,True,Anual,True,Debito Automatico,96.65,1588.25,Classe_12_24,True,0.6563399002787872
9505-SQFSW,Feminino,False,True,True,3,False,Sem Telefone,DSL,False,True,False,False,False,True,Mensal,False,Conta Papel,40.3,92.5,Classe_00_12,True,0.6559564335629275
2209-XADXF,Feminino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,False,Debito Automatico,25.25,25.25,Classe_00_12,True,0.6543760927144598
2931-FSOHN,Masculino,True,False,False,13,True,False,DSL,False,True,False,False,True,False,Mensal,True,Conta Eletronica,59.9,788.35,Classe_12_24,True,0.6513251485036878
2495-KZNFB,Feminino,False,False,False,33,True,True,Fibra,True,False,False,False,False,True,Mensal,True,Conta Eletronica,90.65,2989.6,Classe_24_48,True,0.6500416321886935
7852-LECYP,Masculino,True,True,False,13,True,True,Fibra,True,True,False,False,False,True,Mensal,False,Credito Automatico,93.8,1261.0,Classe_12_24,True,0.6497501200278195
0666-UXTJO,Masculino,True,True,False,34,True,False,Fibra,False,False,True,False,True,False,Mensal,True,Credito Automatico,85.2,2874.45,Classe_24_48,True,0.6496657189504262
3323-CPBWR,Masculino,False,False,False,23,True,True,Fibra,False,False,True,True,True,False,Mensal,True,Credito Automatico,96.9,2085.45,Classe_12_24,True,0.6494626025692924
5649-VUKMC,Feminino,False,False,False,12,True,False,Fibra,False,False,True,False,True,True,Anual,False,Conta Papel,95.5,1115.15,Classe_00_12,True,0.6491077420957616
4846-WHAFZ,Feminino,True,True,False,37,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,76.5,2868.15,Classe_24_48,True,0.6467522571333651
6127-IYJOZ,Masculino,True,False,False,1,True,False,DSL,False,False,False,False,False,False,Mensal,True,Conta Papel,45.85,45.85,Classe_00_12,True,0.6463951041866363
3055-MJDSB,Masculino,False,False,False,9,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Conta Papel,24.6,190.1,Classe_00_12,True,0.6453054996877136
2037-SGXHH,Masculino,False,True,True,38,True,True,Fibra,False,True,True,False,True,False,Mensal,True,Conta Eletronica,94.65,3624.3,Classe_24_48,True,0.6448737387901368
1216-JWVUX,Masculino,False,True,True,25,True,False,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,75.5,1901.05,Classe_24_48,True,0.6442004871980918
5312-UXESG,Feminino,False,False,False,41,True,True,Fibra,False,False,True,False,True,True,Mensal,False,Debito Automatico,98.05,3990.6,Classe_24_48,True,0.6441473776760187
8064-RAVOH,Masculino,False,False,True,1,True,False,DSL,False,False,True,False,False,False,Mensal,True,Conta Eletronica,49.85,49.85,Classe_00_12,True,0.643124322836579
1785-BPHTP,Masculino,False,True,True,28,True,False,Fibra,False,False,True,False,True,False,Mensal,False,Conta Eletronica,85.45,2289.9,Classe_24_48,True,0.641814530267145
5712-AHQNN,Feminino,False,False,False,43,True,False,Fibra,False,True,True,False,True,False,Mensal,True,Conta Eletronica,91.65,3954.1,Classe_24_48,True,0.639845800609523
5146-CBVOE,Feminino,False,False,False,16,True,False,Fibra,False,True,False,False,False,False,Mensal,False,Debito Automatico,75.1,1212.85,Classe_12_24,True,0.6391630396553543
3780-YVMFA,Feminino,False,True,True,8,True,False,DSL,False,False,False,True,True,True,Mensal,True,Conta Eletronica,68.55,564.35,Classe_00_12,True,0.6389883169520783
1853-ARAAQ,Feminino,False,False,False,26,False,Sem Telefone,DSL,False,False,True,False,True,True,Mensal,True,Credito Automatico,50.35,1277.5,Classe_24_48,True,0.6388619311110847
6543-CPZMK,Masculino,False,True,True,9,False,Sem Telefone,DSL,False,True,False,False,False,False,Mensal,True,Conta Eletronica,29.95,248.95,Classe_00_12,True,0.6386282857866471
3733-LSYCE,Feminino,False,True,False,15,True,False,Fibra,False,True,False,False,False,False,Mensal,False,Debito Automatico,75.35,1114.55,Classe_12_24,True,0.637629467987042
